"Season","Team","W","L","G_p","GS","CG","ShO","SV","ER","HR_p","BB_p","K_p","pWAR","G_h","AB","PA","H","1B","2B","3B","HR_h","R","RBI","BB_h","K_h","SB","hWAR","Age","WAR","Wins"
2005,"Indians",93,69,571,162,6,0,51,582,157,413,1050,19.2,2047,5256,5865,1438,888,320,27,203,760,737,473,1033,55,30.6,28,49.8,93
2005,"Mariners",67,90,543,162,6,2,38,701,177,473,851,8.9,1876,4433,4911,1160,786,236,29,109,584,549,382,779,83,13.9,28,22.8,69
2005,"Marlins",75,69,537,146,14,8,42,586,103,475,1033,21.2,2222,5483,6191,1499,1033,306,32,128,717,678,512,905,96,18.8,28.5,40,83
2005,"Mets",79,78,497,162,8,3,38,569,125,462,977,18.2,2103,5433,6066,1403,920,277,32,174,717,673,480,1064,153,18.3,30,36.5,83
2005,"Nationals",70,61,543,128,4,1,51,492,117,433,891,14.1,2047,4766,5397,1203,799,272,29,103,561,537,437,919,34,15.1,27,29.2,81
2005,"Orioles",74,88,616,162,2,0,38,710,175,571,1032,12.4,2162,5127,5662,1398,920,277,23,178,682,658,411,800,77,18.5,28,30.9,74
2005,"Padres",70,65,531,129,4,3,45,523,116,409,980,16.6,1967,4486,5143,1171,815,215,33,108,572,536,523,771,87,19.1,28,35.7,82
2005,"Phillies",84,69,519,162,4,0,38,631,175,452,1060,15.6,1951,5151,5909,1390,928,269,31,162,747,715,611,1039,114,28.6,28,44.2,88
2005,"Pirates",67,95,613,162,4,3,35,708,162,612,958,7.1,2089,4986,5543,1297,885,252,36,124,605,590,398,980,56,13.3,26,20.4,67
2005,"Rangers",64,60,537,118,1,1,45,593,127,412,765,11.5,2085,5610,6186,1508,916,306,29,257,850,826,487,1079,65,21.3,27,32.8,79
2005,"Red Sox",93,60,504,161,6,0,37,663,146,409,891,14.5,1963,4829,5511,1376,884,293,18,181,785,774,573,865,37,25.8,30,40.3,95
2005,"Reds",70,85,593,163,2,0,21,790,211,459,924,7.8,2147,5222,5942,1354,822,309,14,209,774,734,578,1247,72,21.5,28,29.3,73
2005,"Rockies",52,68,458,123,3,0,37,613,139,459,736,6.8,2009,5043,5677,1363,937,260,32,134,682,640,466,966,58,10.9,26,17.7,67
2005,"Royals",56,106,605,162,4,0,25,873,178,580,924,6.2,2134,5124,5655,1353,929,275,31,118,648,612,383,941,48,3.7,26,9.9,56
2005,"Tigers",68,86,504,159,7,0,22,685,181,420,804,8.8,1992,5130,5618,1371,908,259,42,162,651,633,355,1006,61,17.6,28,26.4,71
2005,"Twins",83,79,558,162,9,4,44,606,169,348,965,19,2221,5511,6134,1432,997,269,32,134,685,641,481,965,102,14.2,26,33.2,83
2005,"White Sox",98,61,543,162,9,4,46,573,158,443,1008,23.7,2146,5434,6047,1431,959,251,22,199,735,710,431,987,137,18.7,28,42.4,99
2005,"Yankees",80,54,443,138,8,4,46,574,138,363,846,14,2152,5559,6329,1544,1043,259,16,226,878,841,627,978,83,18.5,31,32.5,95
2006,"Angels",86,63,513,146,5,3,50,573,136,437,1086,21.1,2217,5556,6165,1533,1037,308,29,159,765,736,484,911,148,17.6,27,38.7,89
2006,"Astros",82,80,659,162,5,2,42,668,182,480,1160,19.4,2223,4907,5648,1246,827,243,24,152,664,615,537,943,73,21.1,28,40.5,82
2006,"Athletics",93,69,584,162,5,2,54,675,161,520,997,17.3,2167,5486,6261,1428,965,266,22,175,770,735,644,969,61,16.6,27,33.9,93
2006,"Blue Jays",83,72,542,162,6,1,41,634,173,474,1026,15.6,2056,5066,5655,1444,922,323,24,175,730,706,468,816,63,24.5,28.5,40.1,87
2006,"Braves",76,70,619,149,6,2,17,674,162,532,956,9.9,2225,5223,5883,1407,884,289,26,208,796,771,494,1079,50,22.5,27,32.4,79
2006,"Brewers",65,79,456,158,7,5,25,684,159,438,1025,16,1808,4458,5054,1140,733,249,14,144,604,534,422,1094,55,12.9,27,28.9,75
2006,"Cardinals",74,69,582,133,6,3,37,615,160,441,875,7.8,2130,4927,5564,1332,879,262,25,166,711,677,481,800,48,21,28,28.8,83
2006,"Cubs",55,82,651,140,2,1,29,671,194,648,1137,7,2019,4606,5066,1247,827,231,44,145,605,564,320,785,116,14.5,26,21.5,66
2006,"Diamondbacks",69,69,549,136,8,4,19,615,142,438,942,17.2,2092,5190,5821,1383,892,307,35,149,714,692,465,896,72,11.4,28,28.6,76
2006,"Dodgers",69,50,482,120,1,0,31,496,109,392,857,16.3,1921,4658,5317,1302,866,255,53,128,725,659,521,786,113,19.6,29,35.9,88
2006,"Giants",71,76,501,161,7,3,26,685,147,547,906,11.5,2091,5112,5745,1335,848,282,52,153,697,677,470,840,58,17,28,28.5,76
2006,"Indians",71,67,421,148,13,6,9,592,140,364,837,15.9,1661,4473,5065,1243,788,277,22,156,709,661,485,985,48,18.6,25.5,34.5,78
2006,"Mariners",71,69,538,137,4,1,42,647,150,505,963,12.8,2097,5396,5910,1480,1018,257,42,163,730,674,382,899,104,20.9,25.5,33.7,78
2006,"Marlins",78,82,582,162,6,2,41,683,165,609,1071,12.2,2137,5022,5651,1348,856,291,40,161,698,648,447,1122,110,20.2,24,32.4,78
2006,"Mets",80,52,542,127,3,2,42,544,142,436,917,13.4,1979,4912,5572,1326,818,291,39,178,759,730,501,938,139,28.4,29,41.8,97
2006,"Nationals",54,72,519,133,1,1,32,645,161,465,771,2.3,1820,4253,4853,1106,703,245,16,142,577,560,463,916,90,16.1,28,18.4,71
2006,"Orioles",70,88,602,157,5,1,35,787,200,582,984,8.7,2004,4789,5337,1349,943,246,15,145,678,637,407,734,111,18.6,28,27.3,70
2006,"Padres",85,68,594,157,4,2,50,590,166,448,1048,16.1,2047,4740,5343,1241,812,256,37,136,627,600,479,958,112,22.9,29,39,88
2006,"Phillies",66,57,475,132,4,2,41,594,165,409,928,12,1937,4696,5350,1260,793,236,35,196,737,690,489,987,71,23.5,28,35.5,85
2006,"Pirates",62,74,590,131,2,1,37,600,125,500,923,12.8,1981,4718,5283,1233,855,244,14,120,594,547,390,1006,65,7.5,26.5,20.3,67
2006,"Rangers",71,77,574,160,3,1,36,691,156,461,893,14.4,1831,4646,5149,1310,844,298,19,149,699,648,415,885,43,16.4,26.5,30.8,80
2006,"Red Sox",77,61,510,135,3,1,46,631,147,426,891,12.5,2125,5296,6084,1439,931,307,16,185,792,743,648,952,50,17.1,28,29.6,86
2006,"Reds",63,66,434,138,9,3,21,548,165,359,844,13.3,1801,4455,5107,1144,716,233,9,186,609,593,504,947,87,16.6,28.5,29.9,80
2006,"Rockies",70,80,594,158,5,4,32,676,142,503,895,18,2097,5167,5907,1407,904,305,50,148,763,714,524,1011,74,13.8,27,31.8,76
2006,"Royals",45,68,471,115,3,2,31,650,155,442,650,0.5,1813,4667,5181,1272,853,286,33,100,620,583,374,849,51,15.6,28,16.1,62
2006,"Tigers",95,67,543,162,3,1,46,616,158,485,999,18.6,2117,5352,5888,1480,961,283,40,196,796,742,414,1096,59,23,28,41.6,95
2006,"Twins",94,61,561,154,1,0,40,582,174,331,1118,20.3,2138,5404,6010,1564,1122,269,32,141,789,736,474,834,100,23.5,27,43.8,96
2006,"White Sox",88,70,502,162,5,2,46,723,195,413,970,18.4,2182,5535,6180,1562,1023,285,20,234,857,824,490,1029,93,19.6,28,38,90
2006,"Yankees",88,58,607,139,5,1,43,616,145,426,928,17.9,2136,5051,5777,1453,949,292,21,191,844,823,592,874,126,23.5,30,41.4,97
2007,"Angels",94,68,558,162,5,3,43,674,151,477,1156,20.1,2137,5232,5863,1500,1046,311,23,120,794,744,499,835,137,23.6,28,43.7,94
2007,"Astros",71,85,570,162,2,1,27,712,194,483,1038,11.5,2138,5042,5685,1327,886,266,30,145,645,624,487,924,62,13.2,29,24.7,73
2007,"Athletics",67,77,533,144,4,1,36,616,126,444,953,16.4,1951,4995,5715,1295,840,276,15,164,681,661,611,1008,47,17.9,26,34.3,76
2007,"Blue Jays",82,77,565,160,11,2,44,627,152,463,1054,18.1,2195,5295,5931,1375,859,329,23,164,723,703,516,972,55,15.8,28,33.9,83
2007,"Braves",75,61,538,140,1,1,16,538,148,423,936,12.1,2109,5224,5847,1438,950,308,26,154,753,700,484,1034,64,25.2,27,37.3,84
2007,"Brewers",80,71,593,162,3,0,49,676,151,480,1119,18.8,2269,5553,6237,1455,877,310,37,231,801,774,501,1136,96,25.2,28,44,83
2007,"Cardinals",69,73,633,133,2,0,34,650,139,451,831,9.3,2327,5363,6021,1480,1053,276,11,140,703,681,492,862,53,17.9,30,27.2,78
2007,"Cubs",83,73,623,158,2,1,39,629,161,560,1187,17.6,2148,4974,5524,1369,897,305,27,140,684,649,441,958,81,22.4,27,40,85
2007,"Diamondbacks",90,70,617,160,7,4,51,641,168,540,1081,16,2164,5139,5808,1297,823,267,39,168,680,664,504,1055,106,10.2,27,26.2,90
2007,"Dodgers",72,62,547,135,4,0,43,540,112,427,1031,19.6,2107,5217,5824,1457,1044,262,33,118,691,657,466,751,135,17.6,27,37.2,82
2007,"Giants",63,78,581,141,2,0,27,580,114,533,944,14.1,2137,5213,5839,1327,915,248,36,128,630,620,499,831,100,9.5,28,23.6,71
2007,"Indians",92,63,497,162,9,4,49,614,137,363,985,20.9,2094,5378,6116,1440,944,294,24,178,783,764,573,1173,70,21.6,26.5,42.5,96
2007,"Mariners",86,73,588,162,6,4,43,729,143,522,998,14.4,2245,5638,6161,1616,1157,284,22,153,785,754,388,849,78,15.5,27,29.9,88
2007,"Marlins",59,78,626,143,0,0,40,686,152,557,982,8.5,2242,5467,6158,1467,898,332,37,200,775,740,504,1284,101,20.6,25,29.1,71
2007,"Mets",88,74,661,162,2,2,39,689,165,570,1134,14.7,2181,5246,5925,1444,970,277,25,172,744,703,503,931,185,26.3,29,41,88
2007,"Nationals",72,88,695,162,0,0,46,719,182,562,913,4.9,2294,5157,5783,1333,899,298,28,108,616,595,480,1012,64,14,27,18.9,73
2007,"Orioles",61,80,554,132,3,1,29,680,132,551,972,11.5,2153,5401,6015,1464,1002,293,29,140,736,691,489,898,143,15.4,28,26.9,69
2007,"Padres",78,62,551,136,1,0,44,492,85,399,989,22.6,1910,4744,5348,1195,753,279,26,137,619,591,463,1005,46,12.8,27,35.4,89
2007,"Phillies",78,64,538,141,4,1,40,674,179,454,918,8.7,2258,5494,6313,1505,941,315,41,208,863,831,625,1162,132,33.5,28,42.2,89
2007,"Pirates",65,90,646,151,4,2,32,753,168,496,968,10.5,2119,5214,5818,1361,890,305,25,141,677,653,436,1084,63,11.4,27,21.9,68
2007,"Rangers",69,86,559,154,0,0,25,711,145,612,889,8.4,1938,4544,5080,1175,764,234,30,147,644,648,395,1028,66,10.8,26,19.2,75
2007,"Red Sox",88,63,532,155,4,2,44,561,142,426,1067,18.1,2093,5373,6185,1514,980,341,33,160,841,803,670,963,96,30.5,29,48.6,96
2007,"Reds",65,74,631,141,4,1,34,703,172,426,944,13.3,2155,5203,5871,1400,911,272,22,195,738,701,503,1035,92,15.7,27,29,72
2007,"Rockies",85,67,611,154,4,1,39,642,147,458,884,15.9,2326,5674,6476,1590,1070,313,36,171,857,822,618,1148,100,23.4,27,39.3,90
2007,"Royals",64,84,563,151,2,0,25,654,151,472,915,12.5,2207,5449,6051,1431,992,298,45,96,697,646,425,1040,78,14.4,27,26.9,69
2007,"Tigers",79,68,519,149,1,1,44,633,142,486,957,12.8,2083,5409,5987,1575,1027,332,50,166,839,802,454,959,103,31.5,29,44.3,88
2007,"Twins",75,79,572,152,5,3,38,615,173,405,1050,13.4,2096,5017,5600,1314,914,253,31,116,646,632,468,797,101,12.3,27,25.7,79
2007,"White Sox",71,90,608,162,9,4,42,747,171,492,1009,17.4,2055,4859,5437,1192,779,221,14,178,614,599,464,1027,67,1.6,26,19,72
2007,"Yankees",89,63,577,162,1,0,34,690,139,533,951,13.8,2090,5355,6129,1564,1033,305,32,194,926,872,613,894,115,34.1,27,47.9,94
2008,"Angels",100,62,545,162,7,1,66,645,160,457,1106,17.5,2075,4974,5523,1310,915,236,25,134,679,624,431,941,125,12.2,27,29.7,100
2008,"Astros",77,72,610,147,3,2,47,660,190,457,1005,9.2,2258,5394,5988,1420,948,283,22,167,707,681,446,1026,114,23.7,30,32.9,86
2008,"Athletics",58,67,532,111,4,1,33,488,105,457,809,9.8,2016,4941,5572,1198,808,255,18,117,586,562,526,1115,55,14,26,23.8,75
2008,"Blue Jays",86,76,582,162,15,5,44,561,134,466,1184,23.4,1936,4588,5135,1234,838,263,29,104,611,570,418,741,75,17.7,30,41.1,86
2008,"Braves",68,87,659,162,2,1,26,699,151,564,1022,11.4,2014,4582,5195,1236,854,258,29,95,606,555,479,863,56,17.6,27,29,72
2008,"Brewers",78,69,572,145,5,3,45,593,169,494,964,9.4,2124,5326,6015,1345,809,307,35,194,718,701,525,1162,104,23.8,28,33.2,90
2008,"Cardinals",84,75,658,162,2,1,41,671,161,493,947,11,2343,5479,6199,1525,1056,275,24,170,749,723,565,956,69,30.7,29,41.7,86
2008,"Cubs",83,57,569,139,2,1,44,553,142,480,1084,16.6,2158,5227,5961,1467,975,309,19,164,800,748,585,1093,85,29.6,28,46.2,97
2008,"Diamondbacks",82,74,577,162,6,2,38,619,141,439,1203,23.9,2107,5074,5749,1276,781,301,47,147,677,635,521,1189,56,9,27,32.9,82
2008,"Dodgers",79,70,593,152,5,4,35,546,113,467,1169,22.4,2172,4997,5607,1306,928,244,27,107,626,572,481,927,122,10.7,28,33.1,84
2008,"Giants",72,90,640,162,4,2,41,701,147,652,1240,14.8,2171,4868,5402,1278,900,260,33,85,553,539,388,918,96,9.6,26,24.4,72
2008,"Indians",63,58,461,107,6,3,31,522,118,336,721,9.4,1977,5144,5847,1345,854,310,22,159,754,704,522,1126,74,22,27,31.4,81
2008,"Mariners",59,99,579,161,4,0,35,723,153,594,972,7.9,2145,5319,5798,1423,1019,271,20,113,641,592,368,795,88,9.3,26,17.2,61
2008,"Marlins",82,77,647,161,2,1,35,707,161,583,1113,12.5,2297,5428,6122,1383,847,300,28,208,762,736,531,1361,76,20.9,25,33.4,84
2008,"Mets",88,71,700,162,5,2,34,652,160,588,1167,13.5,2382,5601,6383,1490,1006,274,38,172,798,751,619,1024,138,28.7,30,42.2,89
2008,"Nationals",54,92,568,161,2,0,11,690,179,559,983,7,2083,4819,5446,1212,846,231,21,114,559,550,475,984,70,10.4,27,17.4,59
2008,"Orioles",64,90,601,157,4,1,35,792,181,671,896,3.2,2234,5408,6045,1455,939,316,30,170,767,734,523,964,81,19.1,27,22.3,68
2008,"Padres",43,63,488,89,3,0,30,449,108,382,733,7.4,1995,4967,5559,1268,850,243,26,149,588,569,457,1090,25,15.7,26.5,23.1,63
2008,"Phillies",85,70,598,149,4,3,47,591,149,499,1014,16,2344,5469,6224,1399,862,289,36,212,795,756,585,1104,136,31.8,29.5,47.8,92
2008,"Pirates",58,85,556,157,3,2,28,749,163,581,862,4.1,1737,4027,4465,1043,712,227,15,89,527,459,300,688,44,9.5,26,13.6,67
2008,"Rangers",72,79,551,153,5,2,32,810,169,587,906,5.5,2205,5708,6456,1615,1010,376,35,194,900,866,593,1196,81,25.3,27,30.8,79
2008,"Rays",95,63,560,162,7,5,52,593,162,500,1117,17,2112,5214,5939,1365,895,271,34,165,731,693,583,1142,140,29.1,26,46.1,97
2008,"Red Sox",90,61,572,154,5,2,45,584,136,503,1124,17,2024,4877,5580,1359,883,306,28,142,726,679,559,892,115,28.9,28,45.9,95
2008,"Reds",73,88,642,162,2,1,34,712,194,546,1208,13.1,2034,4510,5029,1126,747,222,23,134,566,524,380,889,84,9.2,28,22.3,74
2008,"Rockies",63,78,530,143,3,1,35,647,125,474,893,15.9,2185,5504,6252,1456,959,309,28,160,744,712,570,1199,141,10.2,27,26.1,74
2008,"Royals",70,76,531,151,2,0,44,639,142,465,982,15.8,2180,5605,6115,1507,1056,303,28,120,691,650,392,1003,79,6.9,27,22.7,75
2008,"Tigers",72,84,543,162,1,0,34,754,162,614,938,7,2102,5260,5913,1427,921,275,37,194,778,743,545,1006,57,17.2,27,24.2,74
2008,"Twins",72,58,506,140,3,2,40,523,148,323,852,12.5,2064,5403,6067,1516,1074,286,46,110,809,758,512,947,102,19.4,26,31.9,88
2008,"White Sox",88,71,574,162,4,0,33,630,151,431,1112,23.7,2173,5357,6011,1406,878,283,13,232,790,761,521,987,67,16,29,39.7,89
2008,"Yankees",81,62,492,147,1,0,41,549,110,392,980,20.1,2043,5165,5812,1414,958,271,20,165,746,708,507,932,113,18.4,27,38.5,89
2009,"Angels",95,63,590,156,9,6,51,708,179,513,1036,12.5,2240,5622,6305,1604,1105,293,33,173,883,841,547,1054,148,28.7,27,41.2,97
2009,"Astros",74,88,659,162,5,1,39,722,176,546,1144,11.9,2204,5006,5584,1312,898,250,30,134,599,572,427,888,113,13.5,31,25.4,74
2009,"Athletics",61,74,524,148,1,1,38,606,133,466,990,15.2,1791,4203,4689,1119,772,229,17,101,591,545,385,803,107,13,26,28.2,75
2009,"Blue Jays",75,87,594,162,10,4,25,706,179,539,1162,15.4,1943,4743,5308,1255,787,279,10,179,667,636,475,872,49,15.2,28,30.6,75
2009,"Braves",84,71,614,162,3,0,38,563,117,506,1207,23.8,1945,4257,4891,1110,756,225,16,113,566,530,467,838,41,15.1,28,38.9,86
2009,"Brewers",78,79,616,162,1,0,44,749,201,585,1071,5.4,2025,4862,5572,1282,837,242,35,168,696,680,540,1090,63,23.4,28,28.8,80
2009,"Cardinals",89,67,590,155,8,4,42,545,114,428,966,18.7,2123,4830,5450,1257,841,259,22,135,632,598,466,907,65,19.8,28,38.5,91
2009,"Cubs",76,74,572,150,3,2,40,570,149,534,1182,16.8,2171,5218,5948,1325,862,278,28,157,675,653,571,1118,54,14.7,28,31.5,83
2009,"Diamondbacks",55,71,480,130,3,1,33,556,136,413,971,13.1,2040,5124,5782,1291,792,288,44,167,672,658,533,1203,96,14.9,26.5,28,70
2009,"Dodgers",87,65,636,149,1,1,43,530,117,548,1176,18.7,2259,5473,6258,1477,1027,271,39,140,767,717,601,1030,115,24.8,27,43.5,95
2009,"Giants",84,73,609,156,10,3,41,555,135,572,1282,19.9,2229,5262,5807,1353,921,271,42,119,636,593,381,1126,78,16.9,26,36.8,88
2009,"Indians",43,63,416,109,0,0,22,571,128,439,599,1.4,1632,4275,4836,1119,741,240,26,112,584,536,439,971,70,11.3,26,12.7,65
2009,"Mariners",69,66,532,123,3,1,49,528,145,445,904,11.6,1738,4364,4820,1175,796,226,14,139,531,514,344,820,77,21.1,27,32.7,85
2009,"Marlins",87,71,676,162,5,1,45,676,158,590,1234,14.3,2343,5468,6162,1464,994,288,25,157,748,709,532,1208,75,19.4,26,33.7,87
2009,"Mets",60,80,614,132,1,1,39,587,133,538,918,7.7,2089,4638,5263,1254,884,247,45,78,582,539,471,793,113,13.4,29.5,21.1,70
2009,"Nationals",51,80,448,146,5,1,4,607,145,469,716,4.5,1827,4454,5086,1131,729,228,31,143,575,582,504,1003,37,11.9,26,16.4,59
2009,"Orioles",62,92,557,154,2,0,11,752,201,497,836,6.7,2000,4974,5503,1343,911,273,18,141,661,616,442,901,76,10.1,27,16.8,64
2009,"Padres",54,66,596,118,1,1,45,559,144,461,918,7.3,2092,4898,5596,1194,807,235,28,124,578,540,547,1063,72,14.4,26,21.7,75
2009,"Phillies",86,65,609,150,5,4,44,643,182,479,1079,11,2184,5329,6063,1376,832,292,35,217,793,766,567,1084,118,29.9,31,40.9,93
2009,"Pirates",52,78,464,136,4,2,27,592,129,426,718,7.3,1519,3501,3918,851,566,181,22,82,397,392,332,784,48,6.6,26,13.9,62
2009,"Rangers",75,66,486,144,8,3,43,614,154,458,876,13.4,2018,5426,6020,1412,875,288,27,222,770,735,467,1234,148,17.2,26,30.6,87
2009,"Rays",75,68,613,142,3,3,40,596,162,449,1016,12.9,2252,5368,6124,1407,886,290,36,195,792,751,638,1211,194,32.9,28,45.8,84
2009,"Red Sox",82,50,547,124,8,2,41,537,134,447,1019,15.1,1979,4843,5571,1297,778,302,24,193,769,738,601,1009,116,23,27,38.1,95
2009,"Reds",73,78,576,155,6,4,40,635,176,534,1003,10.9,1952,4459,5040,1114,729,229,21,135,559,523,428,944,86,16.2,26,27.1,78
2009,"Rockies",83,65,520,160,5,2,43,619,129,468,1035,19.8,2195,5345,6178,1398,862,299,49,188,799,745,651,1260,105,19.4,28,39.2,92
2009,"Royals",64,96,547,162,10,5,34,743,157,581,1119,14.8,2073,5123,5666,1334,888,261,46,139,633,619,437,1032,76,4.3,28,19.1,65
2009,"Tigers",83,71,578,150,4,1,42,635,163,555,1048,13.8,2212,5269,5942,1383,936,235,31,181,713,689,522,1079,59,18.4,27,32.2,86
2009,"Twins",74,64,537,151,4,1,48,645,167,414,930,11.6,2150,5366,6085,1469,1007,258,37,167,775,734,574,989,83,20.5,26,32.1,87
2009,"White Sox",65,64,469,124,3,1,35,514,143,386,893,15.7,1834,4550,5089,1195,824,202,20,149,607,564,417,783,104,8.7,27,24.4,79
2009,"Yankees",97,56,570,156,3,1,51,634,162,529,1194,19.7,2211,5477,6233,1564,992,316,21,235,881,854,642,974,110,33.4,28,53.1,103
2010,"Angels",64,67,493,127,7,2,16,540,120,471,945,11.2,2099,5273,5859,1310,870,268,19,153,660,643,454,1057,102,13.5,27,24.7,80
2010,"Astros",58,67,596,119,2,0,45,542,110,446,951,11.8,1975,4431,4858,1113,793,212,19,89,507,467,320,834,94,6.9,29,18.7,76
2010,"Athletics",80,79,560,162,7,3,38,540,146,501,1033,13.2,2073,5038,5662,1311,928,256,28,99,620,579,488,952,147,21.1,27,34.3,81
2010,"Blue Jays",82,73,606,153,5,2,45,645,146,512,1163,16.4,2041,4918,5444,1212,669,287,20,236,674,665,434,1070,56,19,28,35.4,85
2010,"Braves",88,67,600,162,2,0,41,530,118,483,1185,18.5,2055,4628,5302,1205,794,262,21,128,640,606,535,965,55,18.5,26,37,91
2010,"Brewers",77,83,642,160,3,3,35,707,169,570,1240,11.4,2149,5331,5998,1397,920,271,32,174,710,685,520,1147,78,24.6,28,36,77
2010,"Cardinals",79,66,590,137,7,3,32,518,119,428,1006,12.9,2007,4575,5165,1222,844,237,13,128,610,582,455,838,66,22.2,27,35.1,86
2010,"Cubs",72,76,602,144,1,0,40,616,133,569,1171,12.4,1904,4278,4779,1093,700,245,21,127,538,533,374,992,36,14.3,27,26.7,75
2010,"Diamondbacks",38,66,467,91,0,0,23,483,140,363,629,-1.2,1966,4919,5544,1237,771,267,34,165,648,622,523,1379,81,19.4,26,18.2,65
2010,"Dodgers",72,76,599,149,3,3,40,598,117,505,1169,16.1,2000,4527,5115,1130,776,226,24,104,553,522,431,1013,80,11,27,27.1,80
2010,"Giants",86,69,554,161,6,3,55,524,131,550,1282,17.8,1940,4562,5103,1171,769,241,30,131,594,550,395,898,55,23.4,28,41.2,92
2010,"Indians",61,80,570,141,9,2,26,591,128,508,867,7.7,1855,4300,4850,1064,736,222,17,89,504,457,445,891,84,8.3,26,16,69
2010,"Mariners",52,93,452,149,6,1,38,575,149,415,844,8.6,1919,4989,5516,1177,876,210,16,75,468,420,412,1052,139,3.6,27,12.2,61
2010,"Marlins",74,72,588,144,5,2,39,574,121,492,1074,14,1987,4577,5151,1155,753,238,34,130,611,563,453,1172,83,16.4,26,30.4,80
2010,"Mets",79,83,653,162,8,4,36,602,135,545,1106,12.7,2062,4608,5201,1168,797,231,35,105,563,513,452,958,118,17.5,28,30.2,79
2010,"Nationals",66,90,609,162,2,1,11,645,146,503,1030,11.4,2259,5046,5699,1251,843,235,27,146,608,605,484,1157,106,15.2,27,26.6,69
2010,"Orioles",66,95,558,161,3,0,35,713,181,495,961,11,2042,5044,5567,1310,926,243,20,121,563,528,406,991,76,8.4,27,19.4,66
2010,"Padres",90,72,646,162,2,2,49,537,134,498,1274,18.1,2219,4987,5653,1231,870,219,24,118,615,572,499,1095,122,22.2,26,40.3,90
2010,"Phillies",87,63,582,146,13,5,39,561,159,372,1084,13.9,2164,5366,6053,1408,928,282,34,164,753,714,546,1027,107,26.3,31,40.2,97
2010,"Pirates",42,89,422,150,1,1,10,639,145,399,751,2.4,1820,4669,5166,1169,787,244,25,113,522,503,382,1038,83,6.8,27,9.2,57
2010,"Rangers",84,66,590,147,5,0,45,572,146,522,1064,16,2016,4918,5508,1387,976,240,22,149,708,663,451,862,121,23.8,27,39.8,90
2010,"Rays",94,66,626,162,6,3,51,598,173,472,1174,15.2,2295,5316,6128,1319,836,290,37,156,786,749,656,1247,172,31.6,27.5,46.8,96
2010,"Red Sox",86,68,508,162,3,1,42,628,139,533,1144,16.2,2089,5307,5980,1445,880,343,19,203,786,745,555,1040,62,26,29,42.2,89
2010,"Reds",90,70,655,162,4,2,43,647,158,520,1127,14.3,2315,5486,6187,1493,990,290,29,184,774,754,517,1188,90,34.6,27,48.9,91
2010,"Rockies",80,76,604,162,6,2,35,640,131,498,1195,21.2,2220,5269,5963,1385,918,249,52,166,746,704,549,1205,97,14.4,27,35.6,83
2010,"Royals",58,86,502,149,7,1,44,695,152,486,927,8.3,1652,4027,4477,1098,787,210,17,84,477,448,360,645,62,8.8,28,17.1,67
2010,"Tigers",80,79,569,154,6,1,32,664,139,508,1023,15.4,2204,5414,6058,1458,981,301,32,144,728,678,525,1109,69,24.7,27,40.1,81
2010,"Twins",92,68,579,161,9,3,23,628,152,370,1017,17.2,2235,5541,6229,1513,1015,315,41,142,779,748,559,964,68,26.5,27,43.7,94
2010,"White Sox",83,71,555,148,6,2,43,620,127,461,1058,22.1,2150,5366,5973,1441,984,261,21,175,743,703,446,887,160,15.2,28,37.3,88
2010,"Yankees",90,64,509,162,3,0,39,598,159,490,1058,15,2128,5298,6066,1421,928,265,31,197,830,799,625,1068,102,32.6,28,47.6,95
2011,"Angels",86,76,548,162,12,6,39,581,142,476,1058,16.2,2144,5434,5996,1380,909,286,34,151,659,617,431,1057,133,22.3,28,38.5,86
2011,"Astros",55,100,619,160,2,0,25,686,179,534,1145,6.6,2007,4351,4796,1080,751,237,16,76,448,446,311,895,64,8.8,26,15.4,56
2011,"Athletics",71,86,567,162,6,1,38,577,134,497,1117,15.7,1830,4315,4841,1064,733,216,24,91,521,478,409,837,99,7.2,27,22.9,74
2011,"Blue Jays",70,66,477,139,6,3,32,580,151,449,988,8.8,1663,4103,4626,1046,643,220,26,157,583,551,432,901,92,16.5,27,25.3,81
2011,"Braves",87,70,641,162,3,2,52,552,120,502,1314,19.4,2153,5027,5616,1216,807,228,10,171,574,579,469,1148,39,13.5,26.5,32.9,89
2011,"Brewers",92,65,541,162,1,1,47,561,142,419,1210,20.6,2122,5201,5839,1362,887,262,31,182,689,679,462,1039,92,26.6,28,47.2,96
2011,"Cardinals",79,58,447,149,7,5,44,521,116,366,937,13.1,2032,4919,5551,1364,925,279,16,144,665,665,477,862,48,27,27,40.1,90
2011,"Cubs",71,91,657,162,4,1,40,692,162,580,1224,11.4,2286,5256,5785,1343,894,270,34,145,621,597,379,1145,67,14.8,27,26.2,71
2011,"Diamondbacks",94,67,599,159,5,1,58,593,156,432,1038,13.8,1955,4615,5195,1177,759,246,30,142,625,608,451,1024,113,25.9,27,39.7,94
2011,"Dodgers",82,79,622,161,7,2,40,567,132,507,1265,18.2,2198,5069,5685,1305,946,221,27,111,605,555,466,1026,119,21.1,28,39.3,82
2011,"Giants",86,76,642,162,3,2,52,523,96,559,1316,20.5,2215,4939,5508,1184,796,257,20,111,526,487,422,1053,80,16,28,36.5,86
2011,"Indians",75,78,631,148,2,0,38,642,143,427,949,11.8,2101,4877,5458,1221,793,261,25,142,632,601,455,1153,81,14.7,26,26.5,80
